system_time,midpoint,spread,buys,sells,bids_distance_0,bids_distance_1,bids_distance_2,bids_distance_3,bids_distance_4,bids_distance_5,bids_distance_6,bids_distance_7,bids_distance_8,bids_distance_9,bids_distance_10,bids_distance_11,bids_distance_12,bids_distance_13,bids_distance_14,bids_notional_0,bids_notional_1,bids_notional_2,bids_notional_3,bids_notional_4,bids_notional_5,bids_notional_6,bids_notional_7,bids_notional_8,bids_notional_9,bids_notional_10,bids_notional_11,bids_notional_12,bids_notional_13,bids_notional_14,bids_cancel_notional_0,bids_cancel_notional_1,bids_cancel_notional_2,bids_cancel_notional_3,bids_cancel_notional_4,bids_cancel_notional_5,bids_cancel_notional_6,bids_cancel_notional_7,bids_cancel_notional_8,bids_cancel_notional_9,bids_cancel_notional_10,bids_cancel_notional_11,bids_cancel_notional_12,bids_cancel_notional_13,bids_cancel_notional_14,bids_limit_notional_0,bids_limit_notional_1,bids_limit_notional_2,bids_limit_notional_3,bids_limit_notional_4,bids_limit_notional_5,bids_limit_notional_6,bids_limit_notional_7,bids_limit_notional_8,bids_limit_notional_9,bids_limit_notional_10,bids_limit_notional_11,bids_limit_notional_12,bids_limit_notional_13,bids_limit_notional_14,bids_market_notional_0,bids_market_notional_1,bids_market_notional_2,bids_market_notional_3,bids_market_notional_4,bids_market_notional_5,bids_market_notional_6,bids_market_notional_7,bids_market_notional_8,bids_market_notional_9,bids_market_notional_10,bids_market_notional_11,bids_market_notional_12,bids_market_notional_13,bids_market_notional_14,asks_distance_0,asks_distance_1,asks_distance_2,asks_distance_3,asks_distance_4,asks_distance_5,asks_distance_6,asks_distance_7,asks_distance_8,asks_distance_9,asks_distance_10,asks_distance_11,asks_distance_12,asks_distance_13,asks_distance_14,asks_notional_0,asks_notional_1,asks_notional_2,asks_notional_3,asks_notional_4,asks_notional_5,asks_notional_6,asks_notional_7,asks_notional_8,asks_notional_9,asks_notional_10,asks_notional_11,asks_notional_12,asks_notional_13,asks_notional_14,asks_cancel_notional_0,asks_cancel_notional_1,asks_cancel_notional_2,asks_cancel_notional_3,asks_cancel_notional_4,asks_cancel_notional_5,asks_cancel_notional_6,asks_cancel_notional_7,asks_cancel_notional_8,asks_cancel_notional_9,asks_cancel_notional_10,asks_cancel_notional_11,asks_cancel_notional_12,asks_cancel_notional_13,asks_cancel_notional_14,asks_limit_notional_0,asks_limit_notional_1,asks_limit_notional_2,asks_limit_notional_3,asks_limit_notional_4,asks_limit_notional_5,asks_limit_notional_6,asks_limit_notional_7,asks_limit_notional_8,asks_limit_notional_9,asks_limit_notional_10,asks_limit_notional_11,asks_limit_notional_12,asks_limit_notional_13,asks_limit_notional_14,asks_market_notional_0,asks_market_notional_1,asks_market_notional_2,asks_market_notional_3,asks_market_notional_4,asks_market_notional_5,asks_market_notional_6,asks_market_notional_7,asks_market_notional_8,asks_market_notional_9,asks_market_notional_10,asks_market_notional_11,asks_market_notional_12,asks_market_notional_13,asks_market_notional_14
2021-04-07 11:37:49.861733+00:00,1970.9650000000001,0.49,3160851.310113845,5002265.446309284,-0.00012430459901224822,-0.00012937825522385538,-0.0002004094421863556,-0.00024607236264273524,-0.0002612933167256415,-0.0002968089247588068,-0.00031710354960523546,-0.00045409228187054396,-0.000504828873090446,-0.0005099024856463075,-0.0005149761564098299,-0.0005301971104927361,-0.0005352707812562585,-0.0005504917353391647,-0.0005657127476297319,1032.0899658203125,4995.91015625,29558.55078125,197.0500030517578,29556.75,3241.280029296875,5911.02001953125,29298.880859375,3901.6201171875,197.0,984.97998046875,2669.7900390625,1969.9100341796875,755.22998046875,3742.7099609375,0.0,0.0,0.0,1673.7900390625,1673.760009765625,0.0,12750.349609375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,984.9199829101562,1032.0899658203125,4995.91015625,29558.55078125,1870.8399658203125,31230.509765625,3241.280029296875,18661.369140625,29298.880859375,3901.6201171875,197.0,984.97998046875,2669.7900390625,1969.9100341796875,755.22998046875,4727.64013671875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00012430459901224822,0.00012937825522385538,0.00015474653628189117,0.00033232453279197216,0.0003373981744516641,0.0003424718452151865,0.0003475454868748784,0.0003526191576384008,0.0003576927992980927,0.0003627664700616151,0.00036784011172130704,0.0003729137824848294,0.00037798742414452136,0.00038306109490804374,0.00038813473656773567,1163.010009765625,1163.02001953125,241.69000244140625,21908.5703125,4873.0,24.469999313354492,18.3700008392334,7.46999979019165,5.369999885559082,10.369999885559082,11.300000190734863,16.40999984741211,4634.5400390625,24.399999618530273,1982.2099609375,0.0,0.0,3250.340087890625,0.0,0.0,77887.140625,79063.171875,50139.33984375,2079.72998046875,985.8400268554688,371401.78125,158453.09375,30965.560546875,66009.0703125,43642.48828125,1163.010009765625,1163.02001953125,3769.6298828125,21908.5703125,4873.0,77911.609375,79081.5390625,50146.80859375,2085.110107421875,996.2100219726562,371413.09375,158469.5,35600.1015625,66033.46875,45624.7109375,0.0,0.0,277.6000061035156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-07 11:42:49.861733+00:00,1975.115,0.21,2988115.9341587354,1330157.0707424942,-5.316146052791737e-05,-5.822445746161975e-05,-6.328745075734332e-05,-0.00026074430206790566,-0.0004835161380469799,-0.0004885791568085551,-0.0004936421173624694,-0.0004987051361240447,-0.0005189571529626846,-0.0005341460928320885,-0.000564524088986218,-0.000645532039925456,-0.0006505950004793704,-0.0006961619947105646,-0.0007721069268882275,3847.35009765625,107378.0390625,197.5,10813.91015625,20004.9609375,25944.91015625,197.41000366210938,987.0700073242188,394.82000732421875,747.3499755859375,21.709999084472656,31921.140625,5361.66015625,28608.55078125,4812.47998046875,0.0,4756.39013671875,10971.650390625,0.0,0.0,0.0,0.0,0.0,115648.2421875,0.0,0.0,4812.56005859375,0.0,9995.669921875,0.0,3847.35009765625,115605.6015625,11169.1396484375,10813.91015625,20004.9609375,25944.91015625,197.41000366210938,987.0700073242188,116043.0625,747.3499755859375,21.709999084472656,36733.69921875,5361.66015625,38604.21875,4812.47998046875,0.0,3471.169921875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.316146052791737e-05,0.00012910641089547426,0.00017973636568058282,0.00018479936989024282,0.00029112229822203517,0.00033668926334939897,0.0003721302200574428,0.00038731921813450754,0.0003923822077922523,0.0004582011606544256,0.0004632641503121704,0.0004835161380469799,0.0004885791568085551,0.0005088311154395342,0.0005493350909091532,2813.89990234375,1975.3699951171875,5926.41015625,8418.2099609375,5246.91015625,118546.796875,20006.44921875,8417.7197265625,31647.830078125,395.20001220703125,20006.16015625,4818.330078125,3428.18994140625,751.6799926757812,9881.0,0.0,0.0,0.0,3871.93994140625,0.0,35264.21875,0.0,3872.719970703125,0.0,0.0,4471.759765625,0.0,0.0,5002.16015625,0.0,2813.89990234375,1975.3699951171875,5926.41015625,12290.150390625,5246.91015625,153811.015625,20006.44921875,12290.4501953125,31647.830078125,395.20001220703125,24477.919921875,4818.330078125,3428.18994140625,5753.83984375,9881.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-07 11:47:49.861733+00:00,1969.295,0.03,5059066.898725449,4825175.93106714,-7.61693900130922e-06,-0.00022089123376645148,-0.00038846390089020133,-0.0005154128884896636,-0.0005255687865428627,-0.0005357246845960617,-0.0005458806408569217,-0.0005611145170405507,-0.0006017381674610078,-0.000723609235137701,-0.0007286871550604701,-0.0007337651331909001,-0.0007743887836113572,-0.0008200904121622443,-0.0008302463684231043,7542.33984375,1476.6400146484375,3870.1298828125,18685.279296875,5904.77978515625,1476.1800537109375,41969.9296875,3869.4599609375,754.0800170898438,4857.41015625,196.7899932861328,3868.7900390625,5075.85986328125,736.9600219726562,761.1300048828125,59078.3984375,0.0,734.4099731445312,0.0,26557.05078125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3868.639892578125,0.0,0.0,66620.7421875,1476.6400146484375,4604.5400390625,18685.279296875,32461.830078125,1476.1800537109375,41969.9296875,3869.4599609375,754.0800170898438,4857.41015625,196.7899932861328,3868.7900390625,8944.5,736.9600219726562,761.1300048828125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.61693900130922e-06,1.2694898032350466e-05,0.00014472183829639107,0.00021581327018793672,0.00022089123376645148,0.00023104714637156576,0.00023612510995008051,0.00034276224323548377,0.0003732300247065723,0.0004493994056247175,0.000454477354651317,0.000474789208965376,0.00047986715799197555,0.00048494510701857507,0.0005204908084124327,2320.31005859375,36266.7109375,40796.25,998.25,19035.859375,25466.900390625,714.5800170898438,743.0900268554688,197.13999938964844,724.3300170898438,1970.18994140625,5484.919921875,985.1199951171875,19072.01953125,4863.64013671875,0.0,0.0,0.0,4770.14013671875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2320.31005859375,40790.87109375,40796.25,5768.39990234375,19035.859375,25466.900390625,714.5800170898438,743.0900268554688,197.13999938964844,724.3300170898438,1970.18994140625,5484.919921875,985.1199951171875,19072.01953125,4863.64013671875,0.0,4524.16015625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-07 11:52:49.861733+00:00,1971.5349999999999,0.01,3787691.9053287986,1905796.5714950778,-2.53609505307395e-06,-7.6082847044744994e-06,-4.818580418941565e-05,-0.00016484617663081735,-0.00017499054956715554,-0.00022571245790459216,-0.00026628997875377536,-0.00027136216522194445,-0.0002967230975627899,-0.00038295035483315587,-0.00040831128717400134,-0.00044381662155501544,-0.00045396099449135363,-0.0004894663579761982,-0.0004945385153405368,2136.570068359375,1104.050048828125,1478.5799560546875,3494.409912109375,3942.3798828125,3871.219970703125,197.10000610351562,241.08999633789062,2998.570068359375,2995.199951171875,197.2100067138672,5243.27001953125,3870.340087890625,5911.7099609375,23.649999618530273,1488.719970703125,0.0,31779.609375,35651.28125,28093.970703125,0.0,0.0,26839.109375,0.0,0.0,0.0,0.0,5911.919921875,0.0,11749.3701171875,3625.2900390625,1104.050048828125,33258.19140625,39145.69140625,32036.349609375,3871.219970703125,197.10000610351562,27080.19921875,2998.570068359375,2995.199951171875,197.2100067138672,5243.27001953125,9782.259765625,5911.7099609375,11773.01953125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.53609505307395e-06,1.775266537151765e-05,3.296923387097195e-05,8.369113493245095e-05,8.876332140062004e-05,0.00012934084224980325,0.00013441302871797234,0.00013948522973805666,0.00015977399016264826,0.00019020712352357805,0.00025614560581743717,0.00026121779228560627,0.00028150653815828264,0.00032715624547563493,0.00039816691423766315,11219.1103515625,21831.189453125,3107.639892578125,1603.7900390625,4614.740234375,44369.87890625,5002.58984375,3241.659912109375,3872.7099609375,20000.080078125,767.6900024414062,20000.08984375,18971.509765625,3873.360107421875,21973.720703125,69886.8515625,0.0,0.0,1506.9300537109375,0.0,4712.66015625,0.0,0.0,0.0,0.0,3208.139892578125,0.0,83022.7890625,0.0,0.0,86007.0078125,21831.189453125,3107.639892578125,3110.719970703125,4614.740234375,50556.76953125,5002.58984375,3241.659912109375,3872.7099609375,20000.080078125,3975.830078125,20000.08984375,101994.296875,3873.360107421875,21973.720703125,4901.0400390625,0.0,0.0,0.0,0.0,1474.239990234375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-07 11:57:49.861733+00:00,1974.995,0.01,3503812.3797847633,2448627.8752080556,-2.531651944082114e-06,-0.0001341775496257469,-0.00014430416922550648,-0.00014936746447347105,-0.0001594940695213154,-0.00021519041911233217,-0.0002708867541514337,-0.0002759500639513135,-0.0002962032740470022,-0.00035696293343789876,-0.00037215283373370767,-0.00039746935362927616,-0.00042278587352484465,-0.00042784918332472444,-0.0004329124931246042,75441.078125,4887.60986328125,1090.06005859375,2166.219970703125,2856.27001953125,394.9100036621094,1994.199951171875,84.08999633789062,19270.240234375,1974.2900390625,3747.820068359375,2083.449951171875,743.1099853515625,5629.68994140625,17962.6796875,56182.671875,0.0,0.0,0.0,0.0,0.0,5923.3798828125,24816.470703125,0.0,12128.580078125,0.0,0.0,0.0,7895.52001953125,0.0,131995.40625,4887.60986328125,1090.06005859375,2166.219970703125,2856.27001953125,394.9100036621094,7917.580078125,24900.5703125,19270.240234375,14102.8701171875,3747.820068359375,2083.449951171875,743.1099853515625,13525.2099609375,17962.6796875,371.6600036621094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.531651944082114e-06,0.000564558373298496,0.0005949382320977747,0.0006202547228895128,0.0006253180326893926,0.0006303813424892724,0.0006759510724805295,0.0008278501918539405,0.0008329135016538203,0.0008430401212535799,0.0008582299924455583,0.000888609851244837,0.000939242891035974,0.0010556988418102264,0.0010708888294175267,1936833.625,9880.5498046875,28643.76953125,988.1099853515625,5268.77978515625,726.3900146484375,729.3300170898438,197.66000366210938,7905.47998046875,24214.08984375,19861.779296875,757.77001953125,197.82000732421875,55976.87890625,778.7999877929688,109118.09375,37827.1796875,0.0,0.0,0.0,33882.55078125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,197.83999633789062,0.0,2350212.0,47707.73046875,28643.76953125,988.1099853515625,5268.77978515625,34608.94140625,729.3300170898438,197.66000366210938,7905.47998046875,24214.08984375,19861.779296875,757.77001953125,197.82000732421875,56174.71875,778.7999877929688,304260.34375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-07 12:02:49.861733+00:00,1962.77,0.1,3889430.9853990795,1870899.7481809037,-2.547420262999367e-05,-7.64226060709916e-05,-0.00013756069529335946,-0.00014265553909353912,-0.00027002653223462403,-0.0002751213905867189,-0.00028021621983498335,-0.0002955007366836071,-0.000361733662430197,-0.00037701817927882075,-0.0004330614465288818,-0.0004432511341292411,-0.0005604324396699667,-0.0005655272980220616,-0.0006113808485679328,9739.01953125,1962.6199951171875,5887.5,1537.8800048828125,2679.590087890625,7847.85009765625,5161.64990234375,4440.43994140625,196.33999633789062,3603.840087890625,734.4199829101562,3870.830078125,4933.419921875,1471.25,713.4299926757812,3925.43994140625,6496.27001953125,0.0,10420.8203125,0.0,0.0,2679.56005859375,10497.7197265625,0.0,224095.421875,0.0,0.0,33542.1484375,0.0,0.0,13664.4599609375,8458.8896484375,5887.5,11958.7001953125,2679.590087890625,7847.85009765625,7841.2099609375,14938.150390625,196.33999633789062,227730.65625,734.4199829101562,3870.830078125,38475.5703125,1471.25,713.4299926757812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.389999389648438,0.0,0.0,0.0,0.0,0.0,2.547420262999367e-05,3.056904097320512e-05,6.113808194641024e-05,7.132776954676956e-05,8.151744987117127e-05,8.661228639539331e-05,0.00022926782548893243,0.0003056904242839664,0.00031078525353223085,0.00038211303763091564,0.0003872078668791801,0.00041268207132816315,0.0005196737474761903,0.0005706221563741565,0.000606285990215838,2661.969970703125,29442.44921875,36357.51171875,34384.1015625,33825.83984375,29444.099609375,3873.429931640625,24051.619140625,5001.5,196.35000610351562,6202.06005859375,3874.139892578125,699.0999755859375,28465.779296875,981.97998046875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3874.56005859375,0.0,0.0,2661.969970703125,29442.44921875,36357.51171875,34384.1015625,33825.83984375,29444.099609375,3873.429931640625,24051.619140625,5001.5,196.35000610351562,6202.06005859375,3874.139892578125,4573.66015625,28465.779296875,981.97998046875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-07 12:07:49.861733+00:00,1958.855,0.01,3365096.460167957,1517273.9254139308,-2.5525114324409515e-06,-0.00021185845253057778,-0.0002680137113202363,-0.00030374887865036726,-0.00033437900128774345,-0.0004313744429964572,-0.00043647948768921196,-0.0004773196706082672,-0.0005334749002940953,-0.00053857994498685,-0.0005743150832131505,-0.00058452517259866,-0.0005896301590837538,-0.0006151552661322057,-0.0006917306454852223,0.10999999940395355,1.9600000381469727,6070.81982421875,4995.6298828125,2638.8701171875,4874.5498046875,7595.080078125,4993.259765625,195.77999877929688,1996.9599609375,708.5800170898438,11063.9599609375,195.89999389648438,1270.4000244140625,7828.93017578125,79570.2578125,7853.47998046875,108472.59375,4874.5400390625,0.0,0.0,280019.375,0.0,0.0,0.0,0.0,0.0,20456.009765625,0.0,0.0,79613.359375,7855.43994140625,108472.59375,9870.169921875,2638.8701171875,4874.5498046875,287614.46875,4993.259765625,195.77999877929688,1996.9599609375,708.5800170898438,11063.9599609375,20651.91015625,1270.4000244140625,7828.93017578125,42.9900016784668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5525114324409515e-06,0.00015059817815199494,0.00015570320829283446,0.00016080822388175875,0.00016591325402259827,0.00017612329975236207,0.000252698635449633,0.00026290869573131204,0.0002680137113202363,0.0002731187269091606,0.0002935388183686882,0.0003854292444884777,0.0005028447485528886,0.0005283699138090014,0.0005896301590837538,36665.46875,49076.7109375,117549.6015625,5506.75,14397.0703125,35997.44921875,5001.52001953125,49082.21875,52956.16015625,33709.98046875,172.6999969482422,718.9299926757812,21538.640625,752.02001953125,714.6500244140625,0.0,0.0,2912.389892578125,121058.4296875,0.0,0.0,0.0,121070.7890625,124580.0234375,187089.609375,0.0,0.0,0.0,0.0,166698.84375,36665.46875,49076.7109375,121057.8125,126565.1796875,14397.0703125,35997.44921875,5001.52001953125,170153.015625,177536.1875,252392.0625,172.6999969482422,718.9299926757812,21538.640625,752.02001953125,167413.5,0.0,0.0,595.8200073242188,0.0,0.0,0.0,0.0,0.0,0.0,31592.470703125,0.0,0.0,0.0,0.0,0.0
2021-04-07 12:12:49.861733+00:00,1949.52,0.06,3853141.4048534343,4848821.173163432,-1.5388402971439064e-05,-0.0003641922085080296,-0.0005180762382224202,-0.0005232057301327586,-0.0006257950444705784,-0.0006360540282912552,-0.0006873486563563347,-0.0007129959994927049,-0.0007540317601524293,-0.0007591612520627677,-0.0007694201776757836,-0.0007745496113784611,-0.0007796791032887995,-0.0007950675208121538,-0.0008258442976512015,22.530000686645508,3870.340087890625,2025.3499755859375,97425.0,4811.4599609375,2074.02001953125,28238.0703125,712.1599731445312,194.66000366210938,6267.9599609375,1967.5,545.4400024414062,9740.0,1904.1300048828125,518.469970703125,21648.609375,0.0,1270.050048828125,2074.25,0.0,0.0,0.0,1269.81005859375,0.0,0.0,1427.239990234375,1427.22998046875,41841.37890625,0.0,0.0,21746.080078125,3870.340087890625,3295.409912109375,99499.25,4811.4599609375,2074.02001953125,28238.0703125,1981.969970703125,194.66000366210938,6267.9599609375,3394.739990234375,1972.6700439453125,77752.859375,1904.1300048828125,518.469970703125,74.94000244140625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26171.48046875,0.0,0.0,1.5388402971439064e-05,8.207148493966088e-05,8.720095502212644e-05,9.233041782863438e-05,0.0001025893579935655,0.00010771882080007344,0.000112848290882539,0.00013336616393644363,0.00017440191004425287,0.00041548689478076994,0.0004206163575872779,0.0004360047460068017,0.000451393163530156,0.0004975583869963884,0.0005026878206990659,1021.0,46887.05078125,44.0,35334.21875,1936.27001953125,38103.12890625,7797.89013671875,49524.41015625,49526.44140625,5328.7001953125,5001.77978515625,706.1199951171875,195.1699981689453,18233.560546875,16384.19921875,0.0,0.0,0.0,0.0,0.0,1936.280029296875,0.0,0.0,1936.4100341796875,924.8599853515625,0.0,0.0,0.0,0.0,19255.150390625,1021.0,46887.05078125,44.0,35334.21875,1936.27001953125,40039.421875,7797.89013671875,49524.41015625,51462.859375,6350.10009765625,5001.77978515625,706.1199951171875,195.1699981689453,18233.560546875,36480.23828125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.54000091552734,0.0,0.0,0.0,0.0,840.9000244140625
2021-04-07 12:17:49.861733+00:00,1953.665,1.15,4680956.182076056,5738779.707288622,-0.00029431862640194595,-0.0003045557823497802,-0.0003096743894275278,-0.000340385886374861,-0.00045299474732019007,-0.00045811335439793766,-0.0006014337413944304,-0.0006065522902645171,-0.0006116708973422647,-0.0006782124983146787,-0.0006833310471847653,-0.0008010585443116724,-0.0008676001452840865,-0.0009136673761531711,-0.000980208977125585,1022.8499755859375,2874.580078125,20.510000228881836,1953.0,3241.610107421875,546.780029296875,5857.47021484375,1952.47998046875,740.5499877929688,4138.9599609375,1464.25,18865.48046875,702.7999877929688,2992.75,13232.8603515625,0.0,0.0,0.0,0.0,0.0,0.0,976.25,5857.43994140625,0.0,0.0,0.0,0.0,0.0,0.0,2951.510009765625,1022.8499755859375,2874.580078125,20.510000228881836,1953.0,3241.610107421875,546.780029296875,6833.72021484375,7809.919921875,740.5499877929688,4138.9599609375,1464.25,18865.48046875,702.7999877929688,2992.75,16184.3701171875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00029431862640194595,0.0002994372043758631,0.0003045557823497802,0.00032503012334927917,0.0003915717243216932,0.0004427575913723558,0.0004888248513452709,0.000514417770318687,0.0005246549262665212,0.0006065522902645171,0.0006116708973422647,0.0006167894462123513,0.0007345169433392584,0.0007396354922093451,0.0007703470182605088,22470.0390625,5862.75,23415.939453125,20.600000381469727,716.4299926757812,28330.109375,250.0,5.860000133514404,1721.800048828125,3874.510009765625,8420.33984375,705.2999877929688,4817.7998046875,83580.953125,6.880000114440918,0.0,0.0,0.0,33730.30078125,0.0,0.0,31449.9296875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31837.990234375,22470.0390625,5862.75,23415.939453125,33750.8984375,716.4299926757812,28330.109375,31699.9296875,5.860000133514404,1721.800048828125,3874.510009765625,8420.33984375,705.2999877929688,4817.7998046875,83580.953125,31844.869140625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-07 12:22:49.861733+00:00,1954.3649999999998,0.01,5640196.2259238,2415876.4729838516,-2.558375626904308e-06,-0.00010489340638741851,-0.00018676143372431397,-0.00020722844055853784,-0.0004067817353643477,-0.00041189847979694605,-0.0004323654866311699,-0.0005295837763696909,-0.0005602843011729419,-0.0005807512789033353,-0.000590984767768532,-0.000637035584077239,-0.0006421523285098374,-0.0006472690729424357,-0.0006575025618076324,0.009999999776482582,0.05000000074505806,5920.6201171875,5.860000133514404,7813.2099609375,724.8400268554688,45.849998474121094,195.47000122070312,5859.81005859375,546.9000244140625,1972.739990234375,976.5599975585938,19512.970703125,728.3400268554688,739.5700073242188,0.0,35174.87890625,0.0,729.3499755859375,0.0,19517.4609375,2734.27001953125,0.0,976.6300048828125,0.0,0.0,0.0,0.0,13320.1396484375,0.0,748.530029296875,35699.37109375,5920.6201171875,735.2100219726562,7813.2099609375,20242.30078125,2780.1201171875,195.47000122070312,6836.43994140625,546.9000244140625,1972.739990234375,976.5599975585938,19512.970703125,14048.48046875,739.5700073242188,748.52001953125,524.4400024414062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.558375626904308e-06,1.2791878361895215e-05,1.7908630979945883e-05,6.907614442752674e-05,7.419289613608271e-05,0.00012024366151308641,0.00015606092347297817,0.00016117766790557653,0.0001662944268900901,0.00017141117132268846,0.00026351268752478063,0.0002839796943590045,0.00029932995676063,0.00030444670119322836,0.0003095634747296572,278.75,2993.5400390625,29316.0,50035.19921875,45108.30859375,33165.01171875,5367.3701171875,30010.2890625,50040.05859375,27727.189453125,26870.400390625,732.2999877929688,29127.80078125,108382.59375,28871.990234375,0.0,0.0,0.0,0.0,0.0,2993.8701171875,0.0,1023.6900024414062,0.0,2994.02001953125,50044.9296875,0.0,49108.58984375,28050.009765625,163233.546875,278.75,2993.5400390625,29316.0,50035.19921875,45207.8203125,36158.87890625,5367.3701171875,31033.98046875,50040.05859375,30721.19921875,76915.328125,732.2999877929688,78236.390625,136432.59375,196623.171875,0.0,0.0,0.0,0.0,99.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4517.6298828125
